Date,Region,Product Category,Sales Channel,Revenue_USD,COGS_USD,Budget_Target,CSAT,Discount_Percent
2024-05-19,LATAM,Cloud Services,Direct,88840,49965,90101,3.7,7
2024-06-30,North America,Hardware,Direct,457746,212123,403141,4.6,9
2024-04-17,LATAM,Cloud Services,Direct,319732,128380,272784,4.1,5
2024-03-28,LATAM,Consulting,Online,252599,100053,245507,4.8,13
2025-05-31,APAC,Cloud Services,Direct,293816,150767,324223,4.2,4
2024-02-09,LATAM,Consulting,Online,280590,160718,302177,4.2,14
2024-01-11,LATAM,Cloud Services,Direct,227508,116972,225361,3.7,6
2024-08-06,APAC,Consulting,Direct,457126,255505,494024,4.1,10
2024-12-01,APAC,Enterprise Software,Partner,50582,24696,55387,4.8,11
2025-06-04,LATAM,Enterprise Software,Partner,160259,67892,142025,5.0,5
2024-08-13,North America,Hardware,Partner,355452,137233,312715,4.1,15
2024-06-29,North America,Hardware,Direct,256983,84593,234224,4.7,4
2025-11-08,APAC,Enterprise Software,Direct,79202,41594,74556,5.0,5
2024-10-07,APAC,Consulting,Partner,363699,173717,404018,3.8,4
2025-05-24,APAC,Enterprise Software,Online,280561,122909,279654,3.7,8
2025-03-09,APAC,Consulting,Partner,475483,245359,471818,3.8,3
2025-12-30,North America,Consulting,Online,108876,47797,121429,3.7,7
2025-07-14,EMEA,Cloud Services,Online,109477,54386,109629,3.5,10
2025-04-16,LATAM,Hardware,Partner,314094,162551,359232,4.1,14
2025-09-01,APAC,Consulting,Direct,434315,192566,473117,4.8,9
2025-03-27,LATAM,Consulting,Partner,287483,96590,304487,3.6,13
2025-05-17,LATAM,Enterprise Software,Online,97508,38607,108448,3.8,7
2024-09-02,North America,Consulting,Online,315302,166664,306003,4.3,11
2024-02-06,North America,Hardware,Partner,329532,181011,330835,4.6,1
2024-01-19,North America,Consulting,Online,103944,62305,100072,4.7,11
2024-02-24,EMEA,Consulting,Partner,39992,18913,37049,4.0,4
2024-05-07,APAC,Enterprise Software,Direct,486016,204722,524780,3.6,6
2024-05-24,North America,Cloud Services,Direct,324941,163665,367426,4.2,14
2024-05-26,LATAM,Cloud Services,Direct,220765,76386,216317,4.3,7
2025-01-12,LATAM,Cloud Services,Online,419861,146036,399180,4.4,8
2024-05-06,LATAM,Consulting,Partner,215782,101450,201455,4.9,3
2025-09-23,North America,Cloud Services,Online,351701,187209,341674,5.0,8
2025-01-21,EMEA,Enterprise Software,Online,236024,114266,236764,3.9,8
2025-03-11,LATAM,Enterprise Software,Partner,261063,103938,252675,3.9,6
2025-05-11,APAC,Enterprise Software,Direct,413964,132761,436281,4.4,1
2025-07-07,EMEA,Hardware,Direct,490369,206689,526955,3.8,14
2025-04-10,North America,Cloud Services,Online,100054,33539,87956,3.6,0
2025-12-09,EMEA,Consulting,Direct,466588,189205,468711,5.0,7
2024-07-28,North America,Cloud Services,Online,234866,116645,224082,4.1,6
2024-09-27,LATAM,Consulting,Direct,321714,119357,306076,4.6,5
2025-12-25,North America,Enterprise Software,Direct,190801,111606,172793,3.8,14
2024-05-25,LATAM,Cloud Services,Online,212459,86193,236202,3.9,1
2025-08-06,EMEA,Hardware,Partner,359345,202158,333740,4.4,1
2025-12-13,EMEA,Consulting,Online,578690,262617,611696,4.8,4
2025-02-12,LATAM,Consulting,Partner,409594,171894,381758,4.6,13
2025-11-08,APAC,Consulting,Online,255847,130471,241696,4.2,8
2024-05-12,LATAM,Cloud Services,Partner,101493,33444,98786,4.2,11
2024-04-17,EMEA,Enterprise Software,Online,537202,272755,536564,3.5,11
2025-05-12,EMEA,Enterprise Software,Partner,308162,128147,337264,4.1,11
2025-02-19,APAC,Hardware,Partner,99941,58195,87016,4.2,9
2025-10-18,APAC,Enterprise Software,Partner,152339,80904,140399,3.8,9
2024-11-20,LATAM,Cloud Services,Direct,206314,106044,199562,5.0,12
2025-04-27,APAC,Consulting,Direct,268916,107302,257513,3.9,7
2025-04-17,LATAM,Enterprise Software,Partner,76381,39420,80671,4.0,12
2024-12-20,North America,Enterprise Software,Partner,331171,165997,314219,4.5,12
2025-04-18,EMEA,Hardware,Online,454854,222015,485832,4.5,11
2025-07-04,North America,Enterprise Software,Direct,381380,168224,428873,3.7,12
2024-02-09,EMEA,Consulting,Direct,15666,7089,16710,3.8,4
2024-04-25,EMEA,Hardware,Online,312666,166003,282815,4.3,12
2025-03-16,EMEA,Cloud Services,Direct,114843,53227,103251,4.0,0
2024-03-10,EMEA,Cloud Services,Partner,487011,297258,486945,4.6,11
2024-10-15,EMEA,Cloud Services,Online,409589,142596,409489,3.9,4
2025-08-13,EMEA,Hardware,Partner,493414,214383,491718,4.3,5
2025-11-11,LATAM,Hardware,Direct,95366,34484,104755,4.4,11
2024-11-09,North America,Hardware,Partner,151439,86517,140537,4.1,6
2025-04-15,LATAM,Cloud Services,Direct,65182,27174,57604,4.6,15
2024-12-14,EMEA,Enterprise Software,Partner,112975,61789,105489,4.9,13
2024-04-06,EMEA,Cloud Services,Online,468138,149648,534932,3.6,6
2024-04-20,EMEA,Hardware,Direct,297166,163878,321047,4.6,14
2025-08-18,APAC,Hardware,Online,415377,242051,426928,4.7,1
2024-09-14,EMEA,Consulting,Partner,391116,198884,394086,3.6,1
2025-11-19,APAC,Cloud Services,Direct,264957,109492,277852,4.6,9
2024-08-23,EMEA,Consulting,Direct,40461,25007,41646,4.8,15
2025-06-08,LATAM,Consulting,Online,365050,126743,390986,4.3,4
2024-12-23,EMEA,Enterprise Software,Online,17461,7097,16590,3.9,4
2025-03-23,LATAM,Consulting,Partner,185405,81288,186909,4.4,14
2025-08-28,EMEA,Cloud Services,Direct,162053,88994,157247,4.9,3
2025-02-28,LATAM,Enterprise Software,Partner,243883,111739,267258,4.0,15
2024-03-13,North America,Hardware,Online,194535,119836,208263,4.4,12
2024-08-07,LATAM,Hardware,Direct,267412,148744,255577,3.7,9
2025-06-20,North America,Enterprise Software,Online,379792,160840,343799,3.7,6
2024-03-07,EMEA,Enterprise Software,Partner,174404,73229,190581,4.5,9
2025-02-07,APAC,Consulting,Direct,22224,10454,19110,4.9,0
2024-04-14,APAC,Hardware,Partner,164422,91201,170401,3.6,10
2025-03-24,LATAM,Hardware,Partner,292146,135501,328236,3.7,7
2024-08-30,EMEA,Hardware,Online,352776,131780,332610,4.2,0
2025-04-27,North America,Cloud Services,Online,64225,32983,61422,4.3,1
2024-11-10,APAC,Hardware,Online,372544,208252,422535,3.8,9
2025-03-30,LATAM,Consulting,Partner,75140,41246,75610,4.2,3
2025-06-30,LATAM,Cloud Services,Partner,487219,216142,489379,4.3,8
2024-11-20,LATAM,Hardware,Partner,423399,169320,466588,4.3,10
2024-03-08,LATAM,Consulting,Direct,83169,46958,79823,3.8,1
2025-09-03,LATAM,Consulting,Online,404798,235256,364989,4.1,6
2024-07-06,APAC,Hardware,Direct,442606,231693,400570,3.5,13
2024-02-28,North America,Hardware,Partner,152182,82926,165812,3.7,9
2024-07-29,APAC,Enterprise Software,Partner,99743,41573,97652,4.2,3
2025-01-23,North America,Cloud Services,Partner,249647,83844,283561,3.9,9
2025-03-08,North America,Consulting,Partner,237336,83622,246818,4.6,13
2024-05-22,EMEA,Consulting,Partner,204716,85565,182981,4.7,3
2025-12-20,APAC,Cloud Services,Online,247912,104913,218716,3.5,1
2025-12-22,EMEA,Hardware,Partner,449586,263889,437947,4.5,5
2024-02-21,North America,Consulting,Partner,294907,167293,337146,4.9,4
2024-02-01,North America,Cloud Services,Online,256301,133400,280594,4.1,1
2025-01-20,EMEA,Hardware,Partner,162131,57097,144510,3.6,12
2025-10-03,North America,Cloud Services,Direct,493499,203201,535916,3.9,15
2025-09-13,North America,Cloud Services,Partner,385595,153635,347879,4.0,9
2024-10-12,APAC,Hardware,Partner,371333,193849,319465,4.5,6
2025-02-11,North America,Cloud Services,Online,167883,58875,183677,4.6,9
2025-06-06,APAC,Cloud Services,Partner,117092,67671,100113,4.8,3
2025-11-29,EMEA,Cloud Services,Online,325646,154416,292675,4.9,13
2024-10-02,LATAM,Enterprise Software,Online,162324,63516,144981,3.5,10
2025-07-05,LATAM,Cloud Services,Online,321997,144446,274418,4.1,2
2024-06-17,North America,Hardware,Direct,188130,99726,205803,4.4,0
2025-06-07,LATAM,Enterprise Software,Partner,442859,158994,431649,3.9,4
2024-09-25,LATAM,Enterprise Software,Online,385574,174907,351364,4.4,0
2024-05-23,North America,Hardware,Direct,357801,173259,364869,4.9,15
2025-07-11,EMEA,Cloud Services,Partner,316391,148162,287186,4.2,8
2024-07-04,EMEA,Cloud Services,Partner,287749,95398,299582,4.8,6
2025-03-30,LATAM,Cloud Services,Direct,135580,64256,146886,3.8,4
2024-03-19,LATAM,Cloud Services,Direct,317980,123653,310245,4.3,1
2025-09-23,APAC,Cloud Services,Online,25791,11715,22769,4.9,15
2025-01-06,LATAM,Enterprise Software,Online,410010,164303,444059,4.5,8
2025-07-28,North America,Cloud Services,Direct,21560,12819,20957,3.8,1
2025-02-09,LATAM,Hardware,Online,203709,112508,190342,4.1,12
2025-07-07,North America,Hardware,Partner,154575,81542,147086,3.5,15
2024-06-14,APAC,Hardware,Partner,167212,68384,179352,3.5,2
2025-03-12,APAC,Cloud Services,Partner,431777,185179,384371,3.7,8
2024-10-09,EMEA,Hardware,Partner,398086,231606,418668,4.5,3
2025-05-20,LATAM,Hardware,Online,228827,123961,249772,4.8,1
2025-01-27,North America,Hardware,Direct,248178,142709,250976,4.4,10
2025-08-28,EMEA,Enterprise Software,Online,180203,103991,153930,4.4,10
2024-01-02,APAC,Enterprise Software,Direct,429204,190307,423997,4.2,3
2024-02-07,LATAM,Cloud Services,Direct,210065,81180,209138,3.7,8
2025-05-27,APAC,Enterprise Software,Direct,107170,47119,93788,4.5,11
2025-08-28,North America,Cloud Services,Partner,117724,44133,128948,5.0,8
2025-02-18,North America,Consulting,Partner,114647,51582,116237,3.6,7
2024-11-27,North America,Enterprise Software,Partner,330038,193477,289514,3.9,8
2024-06-20,North America,Consulting,Partner,229606,102207,261348,4.9,15
2025-06-10,LATAM,Enterprise Software,Online,382949,159269,425878,3.7,15
2025-05-30,EMEA,Enterprise Software,Online,231711,94513,249705,3.7,9
2025-03-08,North America,Enterprise Software,Direct,34976,16017,39700,4.3,6
2024-06-06,APAC,Enterprise Software,Online,113863,43536,108350,3.6,12
2025-05-02,EMEA,Enterprise Software,Direct,405167,131544,454801,4.4,0
2025-06-29,LATAM,Enterprise Software,Partner,334809,110224,315232,3.8,7
2024-08-09,APAC,Enterprise Software,Online,117791,51918,119618,4.0,2
2024-01-21,EMEA,Hardware,Direct,478255,254056,511399,3.6,7
2025-03-12,North America,Cloud Services,Online,102115,53525,108939,4.9,5
2024-08-13,APAC,Hardware,Direct,25385,14127,28236,4.0,8
2025-09-25,APAC,Consulting,Online,129774,76048,117258,4.2,12
2025-03-17,LATAM,Consulting,Direct,114126,44460,108015,3.6,5
2024-02-06,EMEA,Enterprise Software,Online,405993,241319,358935,3.5,5
2025-03-08,LATAM,Hardware,Partner,88422,49394,82710,4.1,2
2025-04-07,North America,Cloud Services,Online,401065,247293,353217,4.1,11
2024-06-14,APAC,Hardware,Partner,53890,25791,61667,4.6,10
2024-05-18,North America,Cloud Services,Online,156429,92881,151906,5.0,1
2025-01-29,APAC,Consulting,Online,138692,82262,125683,3.5,6
2024-01-21,EMEA,Hardware,Online,310242,174220,291736,3.9,4
2024-05-20,North America,Consulting,Partner,495319,274696,505203,4.5,8
2025-10-19,North America,Consulting,Online,193024,100214,173308,4.8,15
2025-12-18,APAC,Consulting,Direct,484782,218128,442623,3.7,14
2024-06-04,EMEA,Consulting,Partner,545778,312901,487755,4.5,7
2024-10-06,EMEA,Cloud Services,Online,477918,271279,538225,3.6,5
2024-12-28,LATAM,Consulting,Online,323988,107560,338592,3.6,4
2025-08-27,EMEA,Consulting,Online,243169,147514,242914,3.7,11
2025-03-31,LATAM,Hardware,Direct,436976,227060,439623,4.3,0
2024-10-08,North America,Enterprise Software,Partner,160534,81242,175433,4.1,14
2025-05-25,EMEA,Enterprise Software,Partner,407797,202071,408185,4.2,1
2024-07-15,APAC,Consulting,Online,462974,151103,415633,4.0,9
2025-04-15,APAC,Hardware,Direct,262358,146836,280398,4.3,13
2024-04-24,EMEA,Enterprise Software,Direct,465131,221800,419638,4.0,8
2025-09-07,EMEA,Hardware,Online,492450,199967,564950,4.8,4
2024-12-04,EMEA,Cloud Services,Online,137150,47877,118669,4.8,10
2024-08-08,APAC,Cloud Services,Partner,129496,78773,131415,4.4,14
2024-07-01,LATAM,Enterprise Software,Partner,286923,99532,260664,4.7,0
2025-04-24,APAC,Enterprise Software,Online,164099,76579,146455,3.7,0
2025-07-22,EMEA,Cloud Services,Direct,376967,119306,356579,4.8,1
2024-10-07,APAC,Consulting,Partner,34502,14098,32551,4.7,13
2024-01-08,APAC,Hardware,Online,342336,175033,336495,4.1,13
2025-06-29,LATAM,Hardware,Online,327712,145085,344496,3.9,0
2024-01-09,North America,Consulting,Direct,112364,50658,117343,3.5,12
2024-04-24,North America,Enterprise Software,Direct,281635,137469,276762,4.5,8
2024-08-20,APAC,Hardware,Partner,428712,252395,456644,4.3,0
2025-07-04,North America,Cloud Services,Partner,420423,205868,453524,4.9,7
2024-06-28,APAC,Cloud Services,Online,438886,157307,487365,4.1,3
2025-03-15,North America,Cloud Services,Direct,305103,173115,260263,3.7,10
2024-08-18,EMEA,Cloud Services,Partner,118775,37829,124961,3.6,1
2025-10-25,LATAM,Enterprise Software,Partner,343964,169010,352440,4.0,14
2024-08-10,LATAM,Hardware,Direct,21539,9020,20494,4.9,9
2024-09-26,APAC,Enterprise Software,Direct,371462,161052,421360,3.6,4
2025-01-23,North America,Consulting,Online,48744,25834,48153,4.4,2
2025-08-01,EMEA,Enterprise Software,Online,455988,266095,444177,4.6,5
2024-12-02,EMEA,Consulting,Partner,116905,56327,129423,4.5,7
2025-09-26,EMEA,Enterprise Software,Partner,311075,113050,295123,4.0,15
2024-06-29,North America,Enterprise Software,Partner,120494,67528,109270,3.7,11
2025-11-18,LATAM,Consulting,Direct,103286,37472,96141,4.8,1
2024-04-25,APAC,Cloud Services,Partner,345863,200299,369741,4.1,5
2024-04-05,EMEA,Cloud Services,Partner,98478,45965,85937,4.4,7
2024-05-12,APAC,Enterprise Software,Partner,177610,82613,165294,3.5,12
2025-01-13,LATAM,Hardware,Partner,276278,123286,315134,4.2,4
2025-09-26,EMEA,Consulting,Partner,151553,89437,151515,4.4,0
2024-04-27,North America,Enterprise Software,Online,217866,88113,249362,4.5,5
2024-06-06,North America,Hardware,Partner,253554,100230,280326,4.0,3
2024-11-10,North America,Consulting,Online,495334,189629,517255,5.0,15
2025-12-02,APAC,Cloud Services,Direct,326131,147403,350553,4.6,7
2024-11-18,EMEA,Enterprise Software,Online,469893,226770,533399,4.1,15
2024-10-21,LATAM,Enterprise Software,Direct,151707,81060,147648,3.8,12
2025-11-06,North America,Enterprise Software,Online,362792,197890,393317,3.8,6
2024-08-12,APAC,Cloud Services,Online,341080,144781,319261,4.3,11
2025-10-14,APAC,Hardware,Partner,323572,177966,359887,3.5,6
2025-11-01,North America,Consulting,Partner,197934,106721,200136,4.6,1
2024-07-14,APAC,Enterprise Software,Partner,297740,127180,334161,4.6,15
2025-09-27,APAC,Hardware,Partner,394903,144727,363224,3.7,12
2025-07-26,EMEA,Hardware,Direct,210658,127573,224217,4.4,12
2024-11-21,North America,Enterprise Software,Direct,396620,184941,453645,4.5,11
2024-07-11,APAC,Cloud Services,Partner,320281,127125,302725,4.2,11
2024-02-21,APAC,Cloud Services,Direct,16861,8735,14599,4.6,14
2025-10-18,EMEA,Enterprise Software,Direct,198929,109613,217951,3.7,4
2024-04-27,North America,Hardware,Direct,338345,151264,333508,3.8,6
2024-05-28,EMEA,Consulting,Partner,317831,109437,318121,4.5,11
2024-03-06,APAC,Cloud Services,Partner,382689,186334,379325,3.6,5
2025-12-30,North America,Hardware,Direct,534699,286332,516094,4.8,13
2025-08-28,APAC,Consulting,Online,311517,170213,350838,4.4,11
2024-06-25,North America,Enterprise Software,Online,274019,106283,275933,3.7,15
2024-12-28,LATAM,Cloud Services,Online,251450,147343,259404,3.6,6
2024-11-16,EMEA,Cloud Services,Partner,293496,145923,267158,4.0,12
2024-09-09,EMEA,Cloud Services,Online,248697,142875,271664,4.5,13
2024-06-18,EMEA,Hardware,Online,140698,60256,141739,4.5,14
2025-10-25,North America,Consulting,Online,394822,236253,388876,4.6,12
2025-02-18,EMEA,Hardware,Online,408538,158792,370489,4.8,3
2024-03-11,APAC,Cloud Services,Partner,281731,158473,259702,4.1,8
2025-10-27,APAC,Cloud Services,Partner,399929,207621,408601,4.2,4
2024-07-31,LATAM,Enterprise Software,Online,405412,240063,458031,4.1,7
2025-10-02,EMEA,Cloud Services,Direct,22055,13133,24242,4.4,4
2024-07-26,LATAM,Enterprise Software,Partner,432593,238657,481358,4.6,15
2024-06-11,APAC,Enterprise Software,Direct,146016,72677,137140,4.5,9
2025-01-21,LATAM,Cloud Services,Online,261881,131312,244875,3.9,13
2025-03-01,LATAM,Cloud Services,Online,456848,196895,440741,4.0,7
2025-01-10,APAC,Hardware,Online,152728,72117,167296,4.9,5
2025-07-18,APAC,Consulting,Direct,165075,90193,175420,4.7,8
2024-10-25,APAC,Enterprise Software,Partner,467426,233089,429667,3.9,15
2025-01-05,North America,Hardware,Online,36613,21874,37437,4.7,4
2024-11-23,North America,Enterprise Software,Direct,431441,208717,367256,3.5,13
2024-07-20,LATAM,Consulting,Direct,242067,82512,206035,3.9,12
2025-12-06,LATAM,Enterprise Software,Partner,446325,198589,494774,4.2,8
2024-02-11,North America,Enterprise Software,Online,157214,75719,147187,4.3,2
2025-07-06,APAC,Hardware,Online,14331,8073,12944,4.9,8
2024-01-09,LATAM,Enterprise Software,Direct,194544,82380,169126,5.0,2
2024-03-02,North America,Cloud Services,Partner,421811,178333,391984,3.9,3
2025-08-19,LATAM,Consulting,Partner,267231,114636,291825,3.7,5
2024-04-10,North America,Hardware,Partner,48409,27908,47336,4.3,9
2024-07-06,North America,Consulting,Partner,91238,30440,101143,4.3,8
2024-11-12,EMEA,Cloud Services,Direct,464988,256702,430764,5.0,15
2025-09-12,APAC,Enterprise Software,Direct,235121,105818,244140,4.0,12
2024-11-12,APAC,Consulting,Online,486752,165800,534103,4.3,14
2025-12-09,EMEA,Cloud Services,Online,33984,16545,30220,3.9,15
2024-02-23,EMEA,Enterprise Software,Online,303128,141228,346345,4.9,11
2024-05-09,EMEA,Cloud Services,Partner,201375,104920,222697,4.1,4
2025-06-03,EMEA,Cloud Services,Direct,160641,68154,144226,5.0,5
2024-06-26,EMEA,Cloud Services,Partner,216749,76461,204385,4.3,2
2024-11-21,EMEA,Consulting,Partner,155006,60925,159769,3.7,0
2025-04-21,APAC,Consulting,Partner,50088,21300,48138,3.8,7
2024-12-10,APAC,Hardware,Partner,198058,110082,210840,4.0,8
2025-12-06,LATAM,Enterprise Software,Direct,119407,70584,123705,4.0,8
2025-03-31,APAC,Enterprise Software,Partner,416757,201839,442284,3.5,15
2025-12-05,North America,Cloud Services,Online,92029,31995,78359,4.9,2
2025-01-30,North America,Enterprise Software,Online,428241,206337,479727,4.9,10
2024-08-26,EMEA,Cloud Services,Direct,283438,107008,285937,4.2,9
2024-09-09,APAC,Consulting,Online,141074,52820,134990,3.9,2
2025-10-15,APAC,Enterprise Software,Partner,77421,45453,67160,4.9,4
2024-02-22,APAC,Cloud Services,Online,248515,102463,250841,3.6,7
2024-04-03,LATAM,Consulting,Online,315364,137572,326296,3.6,3
2024-03-13,LATAM,Consulting,Direct,321372,140940,304072,3.6,15
2025-04-20,EMEA,Hardware,Online,66176,29593,63847,4.6,9
2025-12-17,EMEA,Enterprise Software,Direct,454537,265578,425951,4.8,3
2025-03-21,North America,Cloud Services,Online,439358,172592,405476,4.9,15
2024-01-03,North America,Consulting,Partner,312138,162360,300442,4.3,4
2024-09-02,North America,Cloud Services,Online,414811,152152,405083,4.5,14
2025-08-28,North America,Enterprise Software,Partner,97502,56383,85088,4.4,6
2024-09-05,EMEA,Consulting,Online,491436,250596,437250,4.5,8
2025-10-23,LATAM,Enterprise Software,Direct,89944,41394,100127,3.6,1
2025-06-03,LATAM,Cloud Services,Direct,24963,13774,23015,3.6,12
2024-10-18,EMEA,Hardware,Direct,264289,93491,243384,4.5,0
2025-09-16,North America,Hardware,Online,253768,127126,256322,3.5,7
2024-03-16,EMEA,Consulting,Direct,79672,31013,68224,3.6,1
2024-01-13,LATAM,Hardware,Online,83535,44904,89549,4.0,3
2024-02-20,North America,Enterprise Software,Online,248188,152878,284248,4.1,14
2025-02-23,APAC,Consulting,Direct,476441,204996,488842,4.2,3
2025-10-13,EMEA,Cloud Services,Partner,113915,48859,123619,4.1,14
2024-11-15,North America,Cloud Services,Partner,142797,73266,152629,3.5,14
2024-09-13,North America,Enterprise Software,Online,347735,156419,392579,4.2,4
2025-09-21,EMEA,Cloud Services,Direct,208017,99600,205528,3.5,0
2024-06-20,LATAM,Cloud Services,Direct,152487,68270,131182,4.2,14
2024-10-09,EMEA,Hardware,Online,559254,175668,512520,4.7,3
2024-11-19,LATAM,Hardware,Direct,304768,120843,289737,4.6,9
2025-12-19,North America,Consulting,Partner,170970,102324,178868,4.4,2
2024-01-15,EMEA,Enterprise Software,Online,235864,114702,203539,4.0,11
2024-08-16,EMEA,Enterprise Software,Partner,246974,76482,233751,5.0,0
2025-01-09,EMEA,Cloud Services,Online,424750,230459,473360,4.1,8
2024-06-06,North America,Hardware,Online,359937,202506,361785,4.9,10
2025-01-27,APAC,Cloud Services,Direct,484902,192087,483719,4.7,14
2025-03-10,EMEA,Cloud Services,Partner,127408,58147,114884,4.6,0
2025-08-24,LATAM,Cloud Services,Partner,327798,152775,351255,4.8,6
2024-09-25,EMEA,Hardware,Online,34544,18949,39037,4.6,14
2024-04-05,EMEA,Cloud Services,Direct,75888,43469,86414,4.8,2
2024-07-10,APAC,Cloud Services,Online,67450,32879,63695,4.4,13
2025-06-21,EMEA,Consulting,Direct,414470,254654,459201,4.2,15
2024-07-04,LATAM,Enterprise Software,Direct,446522,231352,487745,4.0,11
2024-10-06,EMEA,Enterprise Software,Partner,233607,106423,214938,4.1,3
2025-07-26,APAC,Enterprise Software,Partner,414888,201880,374533,3.7,14
2025-12-10,EMEA,Consulting,Online,93746,35879,102457,4.8,5
2025-12-08,North America,Enterprise Software,Online,277744,148446,297267,4.5,7
2024-12-24,EMEA,Cloud Services,Partner,240153,114983,235730,4.6,13
2025-11-22,EMEA,Hardware,Partner,499464,235380,446638,4.4,12
2024-07-21,North America,Enterprise Software,Direct,364547,123334,413331,3.9,6
2025-01-14,North America,Cloud Services,Partner,247403,88189,250846,4.4,7
2025-05-18,EMEA,Hardware,Direct,56940,25898,54182,4.2,9
2025-03-17,North America,Hardware,Partner,404775,143422,358601,4.3,13
2025-10-28,North America,Cloud Services,Partner,395114,139541,355156,4.7,6
2024-06-05,North America,Enterprise Software,Online,122945,43622,116330,4.3,13
2025-11-06,LATAM,Hardware,Partner,165887,78739,153758,3.8,4
2025-09-21,EMEA,Enterprise Software,Partner,461127,253874,445389,4.2,4
2025-03-06,EMEA,Enterprise Software,Partner,219699,136865,215096,4.8,15
2024-02-29,North America,Enterprise Software,Direct,253950,108920,219939,3.7,0
2025-02-20,North America,Hardware,Direct,189357,85690,177058,4.9,8
2025-07-30,LATAM,Enterprise Software,Partner,228712,103415,205432,5.0,0
2024-02-18,APAC,Consulting,Online,471212,193283,418771,4.1,1
2025-02-23,North America,Enterprise Software,Direct,260699,90692,286742,3.9,11
2024-06-26,North America,Cloud Services,Partner,463902,236133,444777,3.6,0
2025-09-28,LATAM,Cloud Services,Partner,219633,110646,243856,3.8,0
2025-01-16,North America,Consulting,Direct,353822,135152,379597,4.5,13
2025-06-26,APAC,Consulting,Partner,480430,222869,435517,3.6,15
2025-07-11,North America,Cloud Services,Online,493075,276853,561203,3.7,10
2024-10-18,EMEA,Cloud Services,Online,288910,155915,285005,4.2,10
2025-07-08,LATAM,Hardware,Online,429364,263346,428886,4.3,13
2024-05-26,EMEA,Enterprise Software,Direct,198057,108483,184369,4.5,9
2025-03-02,North America,Cloud Services,Direct,491959,277344,544447,4.3,5
2025-04-08,LATAM,Hardware,Partner,397435,232162,409855,3.7,7
2025-04-16,APAC,Cloud Services,Direct,289826,169615,283825,3.8,6
2025-07-26,APAC,Cloud Services,Partner,176129,94252,196993,3.5,10
2025-01-18,APAC,Consulting,Online,177932,68845,179884,3.9,15
2025-09-10,LATAM,Hardware,Direct,71562,29497,66192,3.6,9
2025-08-29,LATAM,Hardware,Partner,441989,228471,404439,4.5,13
2024-08-03,APAC,Enterprise Software,Direct,193206,94258,184847,4.3,9
2025-06-16,LATAM,Cloud Services,Online,325315,178746,284902,4.6,2
2024-08-19,APAC,Enterprise Software,Partner,270123,152202,274523,4.3,4
2025-09-11,APAC,Cloud Services,Online,248569,100198,227400,3.8,7
2024-07-04,APAC,Hardware,Direct,87442,47287,80294,3.9,2
2024-07-07,North America,Cloud Services,Partner,309395,173180,322831,4.0,0
2025-01-21,APAC,Enterprise Software,Direct,180646,74200,159850,4.3,3
2024-02-10,EMEA,Hardware,Partner,14695,4766,15170,4.1,12
2024-03-01,EMEA,Hardware,Partner,374464,122021,359668,4.1,0
2024-11-28,EMEA,Enterprise Software,Online,152181,53967,131105,4.8,0
2024-04-21,EMEA,Enterprise Software,Direct,466243,212021,397426,3.6,9
2025-07-17,EMEA,Enterprise Software,Online,469350,197315,458211,4.9,12
2024-03-07,North America,Consulting,Online,452263,230117,430126,4.4,14
2025-08-30,LATAM,Enterprise Software,Online,353136,122847,401092,4.1,4
2024-05-11,EMEA,Enterprise Software,Direct,105428,35222,102739,4.0,9
2025-04-18,North America,Enterprise Software,Direct,331196,107148,357987,4.2,6
2025-05-14,EMEA,Consulting,Direct,484857,247851,485701,4.3,11
2025-04-16,EMEA,Cloud Services,Direct,67730,29646,70584,3.9,1
2025-09-30,North America,Hardware,Direct,418366,192423,461094,4.6,5
2024-06-15,LATAM,Consulting,Partner,348916,184323,388158,4.7,8
2024-01-20,EMEA,Enterprise Software,Partner,502488,164542,518127,3.7,5
2024-06-02,LATAM,Consulting,Direct,420334,198868,381070,4.3,4
2025-10-01,EMEA,Consulting,Partner,419442,166021,419480,4.8,6
2024-12-09,LATAM,Consulting,Direct,449650,274597,431731,4.3,11
2025-06-28,EMEA,Consulting,Partner,110931,52977,115272,4.6,12
2025-10-22,EMEA,Enterprise Software,Direct,190680,79982,185957,4.6,11
2024-05-02,North America,Enterprise Software,Partner,122424,73166,135284,5.0,6
2024-12-04,EMEA,Enterprise Software,Online,594442,307105,536669,4.7,4
2024-04-04,North America,Hardware,Partner,252556,91351,273131,4.8,8
2025-02-28,APAC,Cloud Services,Online,209092,75594,230457,4.2,14
2025-06-24,LATAM,Consulting,Direct,54772,18705,49669,4.5,15
2024-09-24,North America,Hardware,Online,39048,16197,43612,4.2,5
2024-01-29,APAC,Hardware,Direct,322336,166430,369100,4.5,7
2024-01-23,APAC,Cloud Services,Partner,110588,67137,94792,4.2,12
2025-07-06,EMEA,Hardware,Direct,202828,90385,184582,4.0,0
2024-09-14,LATAM,Consulting,Partner,391050,171755,427641,4.7,5
2024-09-16,North America,Enterprise Software,Online,281484,119156,242500,4.4,8
2025-08-03,North America,Enterprise Software,Partner,402776,212171,420031,4.5,5
2024-10-19,APAC,Enterprise Software,Direct,226351,119359,258558,5.0,12
2025-02-23,EMEA,Cloud Services,Online,119920,65228,135371,3.8,12
2024-06-11,APAC,Consulting,Online,136812,54119,146958,4.0,13
2025-04-30,LATAM,Enterprise Software,Direct,403545,144335,374085,4.4,11
